9	6	2	1428	1428
2301	0	41	1330	1330
218	87	219	400	400
102	21	118	1371	1371
2	9	0	713	713
2481	33	9	1471	1471
9	89	22	478	478
9	87	17	1551	1551
9	5	93	1019	1019
300	9	9	1600	1600
46	9	0	633	633
129	57	535	186	186
4	9	9	68	68
1	64	1169	558	558
218	57	1561	1006	1006
2	74	105	465	465
12	54	2	1809	1809
9	0	1	908	908
62	79	2401	1543	1543
403	9	2	320	320
2	38	18	622	622
0	1	9	151	151
748	30	375	87	87
22	74	9	1244	1244
10	8	55	1103	1103
40	8	1380	483	483
9	20	22	831	831
745	20	2	1168	1168
9	112	338	1223	1223
0	9	2	1552	1552
17	9	911	719	719
35	9	22	503	503
291	45	2	1641	1641
1	35	101	1129	1129
0	1	2	1588	1588
2160	1	1591	1018	1018
110	1	116	1722	1722
9	29	22	499	499
13	39	9	1526	1526
22	5	9	1446	1446
10	74	35	1691	1691
9	9	10	594	594
742	9	169	686	686
2	5	93	1309	1309
25	84	9	252	252
13	9	4	1615	1615
0	30	2	1820	1820
55	3	93	544	544
107	20	22	228	228
306	34	2	537	537
55	9	93	1148	1148
459	2	58	32	32
105	3	332	469	469
2	0	116	818	818
55	3	358	224	224
219	9	25	1664	1664
9	36	249	130	130
22	1	9	1729	1729
294	6	362	892	892
555	36	2	54	54
58	9	2	1463	1463
1525	74	2	330	330
11	9	2	740	740
1050	74	9	1135	1135
34	55	723	242	242
179	33	8	908	908
2097	9	2479	1645	1645
1539	54	9	1561	1561
35	36	2	229	229
43	54	2	18	18
9	35	1	971	971
107	9	9	1102	1102
2	44	12	152	152
9	74	1	1833	1833
4	55	105	1002	1002
675	9	2	132	132
76	112	13	42	42
2	1	623	341	341
89	110	2	1795	1795
1179	8	219	1127	1127
46	21	208	1231	1231
9	20	1050	1134	1134
25	2	1	561	561
2	74	1532	328	328
10	5	55	762	762
9	97	55	1250	1250
105	198	2	977	977
335	8	90	358	358
10	15	2	318	318
17	9	9	1265	1265
2	74	155	891	891
488	18	433	1251	1251
25	9	9	726	726
2	5	219	1830	1830
219	43	2	1120	1120
2	9	1131	766	766
2	24	93	664	664
22	83	10	1589	1589
46	9	9	76	76
118	35	105	211	211
71	36	14	152	152
17	23	9	1818	1818
10	0	499	1162	1162
12	9	9	174	174
17	1	9	1552	1552
42	13	647	798	798
53	87	18	1657	1657
488	9	10	1159	1159
35	1	9	1459	1459
47	156	165	454	454
2	68	9	28	28
10	20	93	246	246
118	30	476	350	350
53	9	18	1557	1557
2	10	10	1323	1323
275	8	0	1441	1441
2474	9	9	1365	1365
22	48	9	1059	1059
2	8	105	582	582
22	8	10	1066	1066
297	28	22	491	491
9	44	13	1393	1393
2	55	1848	1456	1456
2	16	12	1181	1181
6	1	17	1431	1431
1394	36	9	1153	1153
6	26	22	1538	1538
600	4	9	1024	1024
2	98	294	225	225
8	9	2	711	711
1359	26	2	432	432
105	101	2	1680	1680
9	74	86	852	852
22	3	577	41	41
401	9	105	433	433
71	8	9	525	525
10	72	219	1040	1040
2	28	10	1284	1284
2	9	9	734	734
309	172	1	1495	1495
499	20	0	885	885
6	14	10	843	843
12	43	9	1511	1511
105	45	2	1263	1263
9	74	17	1158	1158
1177	1	536	741	741
35	36	2	1531	1531
10	88	2	204	204
9	36	127	1323	1323
2	5	10	1058	1058
62	45	17	1358	1358
2085	9	2	716	716
100	0	2	1538	1538
45	62	2	389	389
2711	2	15	1839	1839
954	87	218	342	342
535	8	41	457	457
703	8	488	1206	1206
382	88	42	1630	1630
9	9	658	808	808
10	17	2	1619	1619
2	24	55	361	361
17	36	249	1193	1193
105	21	2	354	354
8	9	93	799	799
4	19	1586	1220	1220
9	36	22	1266	1266
22	43	444	127	127
9	74	40	1672	1672
513	9	1432	1298	1298
249	5	9	1537	1537
13	72	9	1003	1003
2	4	9	1772	1772
34	55	9	1394	1394
10	9	9	377	377
1457	8	2323	1259	1259
9	5	1	461	461
55	20	10	130	130
9	9	22	1804	1804
835	67	239	113	113
79	100	488	631	631
2	43	10	1607	1607
430	67	1091	405	405
2	0	105	753	753
9	9	25	633	633
2	36	407	663	663
626	0	10	571	571
20	8	0	607	607
6	39	2	320	320
0	9	9	1641	1641
0	6	2	1803	1803
0	9	9	832	832
9	29	127	125	125
10	2	105	427	427
2479	72	9	1641	1641
2	2	55	742	742
10	9	2	1540	1540
77	3	77	1243	1243
2	24	0	906	906
25	5	9	1061	1061
1	0	105	1110	1110
117	30	1161	363	363
118	5	524	148	148
1561	87	1	1435	1435
208	15	35	1783	1783
71	9	9	1177	1177
9	8	2	1314	1314
1	8	9	1572	1572
40	9	145	1467	1467
2	8	9	1520	1520
9	33	22	1633	1633
72	36	10	1773	1773
0	76	2	1456	1456
1464	0	2294	1547	1547
9	45	93	1530	1530
10	1	40	22	22
9	35	22	1254	1254
2	0	10	947	947
930	74	9	827	827
332	0	55	595	595
12	9	17	889	889
0	9	2	1542	1542
6	127	0	839	839
434	8	9	1469	1469
1	71	105	408	408
719	62	520	1838	1838
10	15	2	1590	1590
239	51	2	1311	1311
9	35	13	40	40
2	36	10	42	42
2	29	105	323	323
2	8	9	145	145
55	23	1	699	699
105	39	169	1678	1678
10	45	2	775	775
0	8	70	1782	1782
55	13	0	798	798
22	8	9	1822	1822
72	0	1	1322	1322
0	15	26	1395	1395
71	88	22	1065	1065
0	9	332	838	838
0	16	58	680	680
633	51	273	942	942
9	67	35	308	308
55	15	9	1310	1310
9	1	417	693	693
555	11	9	1515	1515
858	27	55	1310	1310
231	9	9	1232	1232
157	36	2	1208	1208
9	9	10	117	117
10	17	9	335	335
9	45	1822	901	901
9	8	2	147	147
488	8	2481	1459	1459
2	5	476	991	991
2	43	1723	1594	1594
35	10	9	489	489
2	28	55	553	553
111	9	9	1841	1841
2	30	10	1678	1678
9	21	18	152	152
22	167	8	692	692
40	8	340	291	291
2	36	42	390	390
335	28	789	1595	1595
41	47	10	439	439
2	34	10	1785	1785
45	67	2	1022	1022
2	20	0	726	726
2	2	15	1060	1060
15	5	9	1815	1815
1	9	62	760	760
290	46	2	334	334
0	21	577	1846	1846
291	8	9	995	995
10	43	9	341	341
4	5	9	861	861
72	3	2	1568	1568
1	87	300	1830	1830
105	30	118	1582	1582
9	5	10	821	821
774	30	2	492	492
9	29	93	1088	1088
722	18	46	1641	1641
235	8	10	1496	1496
105	38	118	47	47
511	9	9	1420	1420
9	43	1	1764	1764
1239	33	270	1048	1048
35	5	55	502	502
0	9	9	1493	1493
41	30	22	1395	1395
9	36	1365	1449	1449
41	48	77	193	193
55	16	87	1146	1146
9	3	831	1252	1252
199	34	9	1020	1020
452	20	1310	775	775
10	9	282	1046	1046
1	35	322	134	134
2	2	105	996	996
10	9	2	1782	1782
169	21	488	641	641
218	3	43	135	135
626	34	10	845	845
9	5	22	1249	1249
1	26	403	1715	1715
34	74	9	710	710
15	65	2	152	152
72	36	2	1525	1525
9	30	17	1033	1033
384	9	213	587	587
1101	24	2	1589	1589
22	1	9	65	65
2	36	116	373	373
291	9	93	264	264
2	98	2	1013	1013
447	8	2	29	29
13	20	9	707	707
957	47	715	340	340
375	36	105	991	991
9	2	4	516	516
127	20	1	504	504
0	9	2	965	965
12	9	2	1055	1055
40	3	24	14	14
2	96	10	1051	1051
46	96	2	1653	1653
1	0	17	1534	1534
17	36	9	1763	1763
46	21	1619	1438	1438
2	9	26	1088	1088
10	21	93	792	792
30	3	8	1002	1002
10	20	55	829	829
1260	3	471	736	736
101	9	55	273	273
2	8	105	318	318
2	20	0	582	582
476	20	105	1571	1571
2	8	10	286	286
10	30	9	1632	1632
55	9	10	1057	1057
79	1	40	28	28
335	2	428	1229	1229
142	9	118	90	90
105	103	13	370	370
1014	9	9	765	765
26	21	2	1794	1794
9	67	34	600	600
46	9	24	146	146
394	3	12	1198	1198
35	29	93	1296	1296
2	9	9	1376	1376
2	1	9	979	979
1	32	28	1165	1165
9	5	22	337	337
10	30	9	1113	1113
9	9	488	1024	1024
70	45	2712	1838	1838
10	15	15	1434	1434
286	43	2	1381	1381
0	36	2	1322	1322
1	9	6	1121	1121
1	9	300	1180	1180
2	23	10	945	945
10	8	306	568	568
851	116	2	322	322
1189	1	9	1686	1686
32	15	2	1614	1614
10	9	1	490	490
0	45	1	1253	1253
2	9	226	993	993
50	57	97	4	4
10	39	9	1476	1476
2	36	25	459	459
10	9	2	1045	1045
2	1	0	1530	1530
45	40	2	372	372
9	9	35	491	491
105	0	6	840	840
40	3	488	1180	1180
9	36	17	1575	1575
0	9	15	1847	1847
2236	18	470	1707	1707
9	5	17	1050	1050
9	17	201	368	368
2	1	0	1523	1523
34	9	1	335	335
89	10	55	1156	1156
2	9	10	1355	1355
35	8	2	740	740
93	5	2	445	445
829	129	488	1568	1568
25	0	2	1020	1020
9	5	22	27	27
403	0	9	1816	1816
43	88	10	919	919
488	51	111	777	777
828	36	93	970	970
22	67	596	1380	1380
10	45	540	726	726
2	38	105	119	119
1112	13	9	320	320
0	1	191	1613	1613
10	30	105	1150	1150
1	3	165	1134	1134
2	5	15	1196	1196
10	21	2	1670	1670
10	9	2	170	170
179	24	365	37	37
2	39	105	321	321
13	13	9	1648	1648
463	44	9	1760	1760
2	36	14	1411	1411
1703	47	1721	1219	1219
55	96	10	852	852
2	45	26	867	867
452	17	756	65	65
139	8	155	1553	1553
2	27	0	1580	1580
105	11	118	998	998
6	72	178	1302	1302
105	100	20	326	326
197	21	196	538	538
2	0	105	758	758
214	8	1	782	782
294	9	6	860	860
58	31	22	1092	1092
9	28	17	1267	1267
0	33	2	1385	1385
118	32	2	1638	1638
2589	1	492	1845	1845
1	43	9	1477	1477
9	38	35	545	545
294	20	6	1161	1161
546	33	499	957	957
9	43	338	1602	1602
896	28	20	1734	1734
9	20	8	112	112
1	0	22	871	871
2	55	4	390	390
2	5	70	1692	1692
2	9	10	1650	1650
2	10	105	327	327
0	76	2	1272	1272
9	24	10	728	728
431	94	4	1408	1408
9	10	93	1229	1229
0	9	219	1040	1040
488	24	9	663	663
62	98	9	1119	1119
47	0	53	38	38
2374	173	55	1782	1782
17	9	9	726	726
25	3	2	434	434
1086	3	9	1082	1082
9	48	10	968	968
2	9	1248	1723	1723
22	46	577	126	126
2	127	0	375	375
14	3	9	801	801
930	48	9	827	827
9	88	1	727	727
399	19	2	152	152
937	46	41	1838	1838
1344	35	9	1196	1196
84	1	106	1255	1255
10	44	2	318	318
488	34	2	1750	1750
14	8	9	1836	1836
0	75	2	294	294
650	87	9	1436	1436
1	9	157	631	631
9	21	62	1302	1302
162	1	577	42	42
2004	8	9	1660	1660
214	2	105	1418	1418
40	9	9	1839	1839
10	39	1	15	15
93	30	2	1237	1237
2	87	1671	594	594
22	8	10	1319	1319
0	6	2	1310	1310
105	8	35	849	849
0	15	2	329	329
165	18	536	1349	1349
488	16	624	636	636
9	137	664	1446	1446
9	9	870	1183	1183
1592	1	67	1712	1712
890	1	9	401	401
105	27	1	301	301
71	1	2	329	329
2	9	10	150	150
2344	57	48	1110	1110
9	35	957	354	354
62	74	9	1813	1813
17	92	9	1743	1743
10	44	55	896	896
105	96	2	323	323
30	39	13	627	627
0	8	2	1480	1480
18	36	22	344	344
1885	20	40	1457	1457
685	3	488	1293	1293
272	34	9	1023	1023
9	5	19	1839	1839
0	21	2	1639	1639
9	9	17	1364	1364
10	3	802	85	85
22	45	0	1291	1291
9	10	10	638	638
8	8	753	446	446
605	43	9	872	872
291	3	2	945	945
0	15	2	147	147
1331	1	9	342	342
191	0	0	1582	1582
0	159	55	1855	1855
2	9	20	1311	1311
2	72	105	318	318
9	72	17	1742	1742
1	28	101	1826	1826
9	54	4	1484	1484
2	43	219	804	804
2	36	70	1311	1311
1	32	17	1352	1352
2	17	105	1827	1827
9	6	24	145	145
10	36	93	781	781
769	75	1685	873	873
156	88	9	1507	1507
1	34	105	684	684
2	2	580	374	374
17	1	62	1014	1014
17	2	249	1176	1176
214	9	2	485	485
951	46	41	106	106
1375	16	488	1208	1208
15	8	26	1421	1421
10	21	2	203	203
2	24	55	53	53
9	30	22	1460	1460
178	5	6	851	851
10	20	93	797	797
58	9	179	1098	1098
105	35	118	1586	1586
2	24	93	1285	1285
300	5	1	1836	1836
25	39	2	456	456
2	0	219	814	814
9	33	555	349	349
488	1	40	703	703
9	34	643	861	861
83	48	1174	853	853
2	20	43	384	384
9	26	2094	486	486
17	72	9	551	551
2	0	72	1642	1642
2	127	8	1489	1489
34	9	1457	1708	1708
35	54	93	583	583
9	36	4	1658	1658
9	71	10	1022	1022
9	31	459	735	735
105	0	1	1586	1586
722	33	483	1719	1719
2548	9	2461	1379	1379
903	9	9	1423	1423
8	82	2	1287	1287
2	2	24	655	655
9	1	10	1811	1811
0	17	1	41	41
1703	1	22	1468	1468
2236	1	233	1841	1841
127	124	9	851	851
9	20	10	1545	1545
10	16	9	685	685
9	127	249	1328	1328
400	9	658	742	742
291	9	2	1000	1000
299	9	93	600	600
40	9	9	799	799
35	0	55	541	541
15	5	1	931	931
214	54	10	1419	1419
22	33	9	202	202
380	9	2	1582	1582
28	9	22	1181	1181
1150	23	270	336	336
0	15	2	1549	1549
70	0	0	713	713
395	44	9	32	32
10	100	2	1250	1250
22	28	9	1224	1224
58	23	318	1676	1676
105	0	2	1125	1125
2346	8	35	1696	1696
9	20	22	333	333
93	1	55	729	729
9	0	13	1093	1093
55	9	10	341	341
17	5	1315	1342	1342
594	57	49	1350	1350
2	43	332	566	566
2	0	9	1723	1723
10	40	55	1309	1309
71	35	2	553	553
58	3	155	1038	1038
0	41	13	1600	1600
178	8	6	906	906
55	0	35	1014	1014
306	47	980	421	421
2	43	85	1622	1622
2	101	105	1676	1676
61	3	33	332	332
281	1	17	899	899
1	1	764	1309	1309
488	16	2	1671	1671
9	72	2	1484	1484
859	30	243	1354	1354
70	30	67	292	292
9	39	10	426	426
835	30	255	1567	1567
2	82	10	1529	1529
9	54	280	1741	1741
139	8	71	1584	1584
352	2	2	363	363
118	82	9	396	396
105	8	476	1734	1734
269	40	2	109	109
949	75	46	1099	1099
2	9	10	1531	1531
10	99	2	31	31
9	33	93	658	658
969	3	2	426	426
9	72	2	1632	1632
0	8	9	1816	1816
129	1	2589	1846	1846
16	3	179	6	6
9	5	22	883	883
10	6	55	728	728
338	67	9	1618	1618
1	35	255	1682	1682
75	16	6	860	860
105	67	35	1344	1344
17	8	9	949	949
513	54	2	1286	1286
0	24	741	1550	1550
0	11	58	687	687
2	0	10	7	7
9	8	13	1437	1437
101	3	1	664	664
1561	87	53	1646	1646
2	36	93	246	246
2	3	116	1783	1783
2120	0	1550	743	743
488	47	423	1586	1586
9	5	22	211	211
0	1	275	1535	1535
2	5	55	432	432
2004	47	53	629	629
14	9	9	768	768
403	1	6	1563	1563
169	9	1	1034	1034
55	9	9	383	383
2	26	984	1461	1461
10	9	218	1587	1587
2	9	517	1828	1828
0	36	70	1458	1458
1	74	55	267	267
1	26	105	853	853
487	87	9	1323	1323
9	36	17	1731	1731
179	30	8	908	908
2	72	0	1540	1540
920	9	9	1848	1848
10	9	2	1789	1789
18	67	9	84	84
2	36	1076	756	756
10	15	2	1583	1583
2	8	35	156	156
22	45	9	335	335
9	44	1346	1489	1489
6	74	105	885	885
0	12	2	1547	1547
281	5	399	440	440
1	16	77	851	851
46	2	0	675	675
291	9	2	1620	1620
10	3	2	793	793
40	1	2067	699	699
1146	8	68	1610	1610
32	9	1146	843	843
2	87	555	1648	1648
9	37	4	1174	1174
1331	74	9	1562	1562
22	9	9	161	161
294	39	6	896	896
9	17	55	1721	1721
2	20	169	1676	1676
46	43	55	1505	1505
0	30	9	1475	1475
2	58	0	580	580
10	8	2	54	54
9	114	10	689	689
620	46	22	319	319
640	9	9	1463	1463
118	0	2	779	779
2011	0	2	1541	1541
400	72	17	322	322
22	74	9	1708	1708
0	8	9	1090	1090
14	0	1	1846	1846
9	20	22	1479	1479
2	54	520	1742	1742
71	15	118	35	35
10	87	282	732	732
0	83	2	653	653
89	115	55	1496	1496
2	0	0	23	23
9	5	25	637	637
9	157	2	1798	1798
1	9	9	363	363
10	0	2	1666	1666
93	44	0	1399	1399
22	21	9	171	171
55	8	9	1145	1145
17	28	9	1496	1496
40	16	1619	1736	1736
10	39	169	1483	1483
22	88	9	600	600
10	8	750	1677	1677
58	8	9	1383	1383
0	67	1586	1132	1132
2	12	499	389	389
9	72	14	207	207
229	54	9	1799	1799
2364	3	9	1182	1182
9	9	155	1065	1065
9	5	75	47	47
128	15	2479	1384	1384
8	43	22	26	26
93	9	2711	1848	1848
55	36	2	545	545
2333	18	40	997	997
184	31	242	289	289
10	3	2	157	157
199	8	6	848	848
22	5	9	756	756
218	1	10	1645	1645
957	8	9	342	342
2	9	10	1802	1802
9	20	13	12	12
9	44	17	1197	1197
2	43	1022	1228	1228
22	49	9	726	726
55	44	2	261	261
199	3	41	493	493
2	5	93	1467	1467
46	43	1004	1292	1292
272	8	46	869	869
55	23	2	1261	1261
2	9	9	717	717
281	116	17	1359	1359
75	43	2	1279	1279
294	30	42	314	314
22	3	58	225	225
40	72	1807	1455	1455
0	21	2	1487	1487
1	27	8	1594	1594
79	9	42	328	328
10	0	2	892	892
55	17	2	516	516
1	1	9	1268	1268
46	20	22	1362	1362
9	36	22	1694	1694
1646	3	41	1172	1172
887	36	513	90	90
9	36	62	787	787
34	45	9	1654	1654
10	1	2	330	330
200	39	9	686	686
22	13	9	1560	1560
55	20	2	1835	1835
9	35	17	1793	1793
