81	24	19	297
15	33	15	259
32	327	10	10
1059	603	16	297
238	29	35	149
1138	15	11	112
485	243	37	239
3	48	16	38
856	114	5	273
223	284	20	50
81	83	0	51
894	895	20	256
8	9	17	33
40	159	11	45
203	207	15	124
340	341	0	32
539	33	20	138
541	1068	11	65
163	164	20	98
382	107	103	68
8	196	0	116
371	3	19	135
807	15	20	323
201	3	17	145
349	281	20	209
283	29	58	172
365	578	10	211
541	128	24	121
120	41	9	187
445	346	11	199
275	33	20	330
269	111	83	134
18	15	20	258
81	24	31	190
232	233	20	312
550	498	10	127
330	159	31	234
438	315	112	189
144	147	6	34
254	27	15	42
25	508	11	84
768	528	20	7
671	73	20	99
751	752	20	58
637	53	109	210
1122	1123	19	299
40	594	0	10
15	1000	6	142
804	796	10	20
924	844	9	318
746	275	10	328
912	284	20	116
171	172	10	45
372	641	20	18
22	32	10	267
1170	1026	31	128
1066	1067	20	271
193	40	5	318
415	3	16	192
565	15	9	101
703	550	36	113
696	7	72	320
27	58	10	84
144	182	6	81
866	2	20	266
589	312	6	62
946	947	20	216
753	754	2	161
49	99	24	183
32	254	10	17
161	919	19	320
27	285	16	70
219	2	20	263
398	475	23	42
974	33	20	270
603	411	20	185
553	374	10	283
10	11	5	5
25	33	23	211
1118	1119	20	284
1171	1172	15	158
15	18	11	223
3	2	19	114
1029	257	20	349
129	335	20	239
245	246	55	153
847	848	0	190
873	874	20	138
128	256	6	159
3	2	16	26
1081	168	15	19
401	99	28	181
74	18	41	81
666	709	3	312
766	451	11	285
325	891	20	220
1048	546	20	82
901	33	20	173
805	278	19	264
15	18	44	176
747	15	20	82
27	540	16	133
456	457	9	87
110	56	32	62
467	99	23	87
1121	386	2	219
903	155	10	58
27	254	54	205
23	15	15	195
376	759	9	329
634	455	19	126
33	25	33	26
260	261	10	58
27	33	20	43
54	713	4	119
33	552	6	327
235	57	10	10
151	203	23	146
242	243	16	150
365	161	10	267
61	24	20	327
1070	1071	12	52
120	128	20	74
1035	1036	16	188
235	462	20	252
254	243	33	275
611	12	20	296
49	99	33	300
199	279	15	180
3	2	65	52
784	1181	11	314
54	55	20	32
680	3	45	26
27	559	9	182
1218	1219	37	312
558	33	9	72
701	309	11	262
908	15	20	156
194	195	108	224
107	106	5	21
17	18	9	9
890	822	20	299
391	159	10	230
351	352	9	101
40	689	37	39
120	1201	65	138
183	304	20	31
75	1052	20	11
32	377	9	239
503	546	19	331
14	15	7	7
558	25	15	251
75	764	20	201
51	52	10	30
40	15	10	278
714	541	17	276
322	45	20	21
203	588	10	70
22	690	20	118
351	32	45	271
984	985	20	187
786	800	5	98
315	24	9	19
60	478	11	265
8	9	0	45
954	654	37	112
737	210	31	314
994	51	10	56
801	120	11	165
2	3	56	221
27	102	9	92
546	1021	4	125
716	15	9	53
213	214	10	129
356	358	33	49
22	81	9	150
28	784	20	323
234	152	10	124
578	169	11	87
366	367	67	56
18	27	6	41
74	76	35	90
746	468	10	287
456	870	9	33
775	776	19	333
643	1126	20	189
763	2	33	105
117	235	3	288
3	2	16	21
327	32	10	10
3	2	46	107
79	361	59	76
160	128	111	12
285	559	54	78
