290	3	184	1090
118	2	3	1423
157	6	46	2613
3529	10	1507	1397
1466	72	11	2000
18	0	4	1989
1	28	18	2958
18	1	366	2428
10362	16	2738	117
13	24	8	2763
147	5	27	1661
1590	76	992	640
345	16	38	1438
62	11	104	485
27	0	12	877
21	1	558	1253
1126	68	1	1791
249	3	74	2553
7	1	2675	1780
1264	16	618	1031
33	3	42	1594
1415	105	1292	2564
504	1	245	739
444	1	28	3070
1952	0	2249	95
0	5	42	1648
105	17	334	1140
280	0	2372	2444
0	50	2	2656
65	4	2	796
5	58	6	81
4528	2	1014	632
78	30	5	1612
0	10	67	509
1196	1	71	272
7	6	103	943
394	7	0	201
1	8	14	1230
45	9	114	1674
131	9	399	1328
4	9	122	1893
163	0	566	1677
225	8	15	2577
941	2	507	1308
25	2	33	1441
408	1	99	2224
66	2	91	1122
17	10	570	750
38	0	516	1623
38	6	148	1050
1652	0	244	2811
3778	4	10	469
32	10	2	790
13	3	8	2041
7	15	20	2245
171	19	88	2567
11	13	0	2110
47	2	15	1426
1484	3	30	1544
63	15	49	2589
17	4	50	2425
364	0	4430	1170
16	5	17	458
328	10	1282	160
170	0	299	2459
960	1	98	1523
4	2	3	2134
2	8	1	269
62	15	367	1401
114	17	1084	1200
102	0	2	2656
67	4	172	126
21	12	4	2000
3	2	0	766
243	7	0	1877
100	20	37	1916
26	2	11	1911
22	13	11	157
4	7	9	1554
3318	3	1685	2723
349	6	2740	2784
5248	0	594	2112
1085	1	19	2340
935	6	5	886
544	2	1246	303
2	3	9	3074
1798	12	200	1677
755	1	28	3001
0	34	4	2006
0	48	9	2748
455	40	58	569
4	10	21	2341
102	3	77	2329
415	3	8	3142
1352	20	61	436
4	20	14	2272
11	1	7	500
4863	8	91	3240
1	5	18	3098
225	0	7	1094
28	1	491	3019
600	9	6051	737
33	0	3	1489
2	7	27	1124
291	6	141	268
4267	0	868	511
191	5	226	3174
136	13	3	2461
342	20	182	1389
14	130	1	804
97	0	1	1839
117	8	669	2847
2	137	573	374
1012	1	6897	166
13	12	268	2561
0	14	40	1951
62	13	169	430
373	6	194	439
1606	0	2084	2080
52	0	13	2243
1112	7	308	764
146	8	3	553
27	69	12	822
0	21	45	1506
127	7	14	1626
1	0	84	2637
965	0	113	2969
11	14	0	199
0	14	12	1656
120	4	2	2230
0	7	111	821
89	14	8	100
8430	16	3264	2647
18	2	40	859
1769	5	77	95
3	1	2	1012
1156	0	102	2351
55	5	4	1504
731	75	29	2418
1720	94	0	1686
141	3	916	1063
210	7	1393	2896
44	2	3	831
54	85	0	1432
11	12	60	3175
9	13	180	1143
63	103	466	2076
52	0	13	2004
441	25	1136	1304
703	4	10	1450
32	1	19	3102
16	6	34	723
4	20	45	1572
4	2	118	2471
11	28	170	513
43	9	5	3148
2842	2	11	819
185	0	1	1210
7	5	631	675
1	17	10	928
1	5	2773	3208
4	0	17	1987
17	4	56	1830
73	0	967	2799
2	12	3	342
81	6	262	2884
0	1	40	511
1035	13	1380	2020
0	12	11	1074
4	20	10	1128
26	13	0	474
12	63	0	1054
9	8	228	1088
8	3	101	1719
140	7	12	1349
1339	5	25	997
599	66	4510	131
117	0	582	612
321	0	151	468
35	10	128	1020
43	6	5	2760
103	16	15	2460
1126	17	1	1269
3901	1	696	242
837	5	187	2460
0	123	29	2613
0	14	2	464
233	6	121	321
634	0	77	1419
482	0	1930	296
92	8	1	1010
751	15	73	2229
8	16	343	3082
1727	0	1727	670
281	6	477	1283
2	5	2170	2085
131	1	1164	1461
70	23	29	986
2049	3	49	1739
20	1	7	2676
1167	9	207	1980
2	56	260	530
40	5	98	939
83	0	6	992
286	2	125	801
144	0	1	1624
119	89	14	1178
146	1	2168	2531
2	14	55	374
9	8	737	2078
83	57	6	943
25	0	0	2460
1168	0	3018	950
1030	0	42	712
6	9	5	2680
319	32	96	93
1124	4	45	749
17	1	642	232
64	0	33	893
129	6	323	2761
21	4	0	2003
120	2	3	447
2	4	0	807
250	6	96	725
1	4	0	611
127	50	2	3034
0	1	3	2513
94	0	74	3149
111	0	0	481
35	7	0	809
25	1	2	1580
4	13	10	1773
41	9	62	2884
9	6	30	2950
659	28	190	2949
797	12	721	1609
39	9	1	35
4	4	125	2266
2528	8	5363	1001
540	0	3	2158
6	87	5	389
0	1	2	2029
582	18	57	281
6	18	5	3013
755	4	2	3237
597	1	25	2672
44	182	1513	665
62	108	46	914
83	0	78	103
0	14	606	921
18	1	105	1249
2	42	1	779
543	0	9	1475
668	0	757	1361
145	0	22	2124
70	0	304	1549
26	5	20	1836
186	2	19	2028
4	1	19	1433
784	23	68	1152
800	6	1101	765
7	6	15	627
73	18	178	312
105	14	0	1088
22	2	0	1646
8059	7	299	768
50	1	70	2189
610	4	0	734
1125	21	0	1913
4210	0	1777	109
29	0	70	2499
83	0	6	520
2	2	3	1515
131	1	24	605
4	2	207	1566
7	14	15	2771
550	6	412	3147
131	4	2	746
51	15	159	1593
1393	7	182	441
1305	9	8	1850
26	13	20	1431
170	1	2	2730
47	12	3	601
67	4	12	1820
0	98	1	411
1474	0	10	316
12	11	50	2350
225	0	237	464
4680	15	514	225
73	6	4535	2097
6	18	68	163
2279	0	317	2256
58	5	28	2148
54	7	0	3040
24	10	4	1495
26	1	11	1918
0	5	105	1052
504	7	112	1157
787	19	8	2383
2205	1	210	1234
6	0	78	1605
1338	3	5	2321
200	47	36	3155
169	2	3	2610
6	2	5	1875
2	14	0	543
819	18	1	122
1	14	108	2305
256	1	749	2594
286	1	2771	210
26	1	20	745
0	38	10	216
52	0	13	2808
135	0	1056	3181
15	111	7	2137
10	5	1	537
74	16	2218	2737
24	4	0	506
517	4	12	3134
1	5	218	981
8	3	13	2531
502	3	61	284
132	15	214	2938
1427	4	2	2607
10	5	108	2643
1322	4	213	2302
143	0	1	2035
60	5	276	1748
3746	23	1	2479
164	3	403	38
172	4	0	212
6270	54	81	734
49	126	1559	2735
15	2	7	2592
20	13	11	1375
3	7	187	794
57	8	194	3233
325	4	0	3041
21	1	895	2529
0	1	3	3240
6	18	5	2552
665	7	122	2930
193	1	1382	54
36	6	34	971
3273	2	436	529
67	2	0	3147
85	3	13	2404
2	9	0	108
2438	4	58	1172
4	3	14	1987
53	7	297	1230
34	19	36	1300
359	1	32	1445
678	8	1370	301
1394	0	1	2629
234	0	35	451
903	15	331	2992
542	1	134	240
2044	4	16	159
935	8	122	2907
18	71	3	2123
4	0	0	2003
64	0	3	977
25	10	7	1561
760	36	1810	1900
35	0	61	859
442	11	295	640
79	79	5	2608
58	5	32	1941
4	4	9	1557
89	1	417	355
522	2	0	591
1550	112	302	2545
1120	1	3190	3068
6	2	5	2138
6	3	5	1080
53	1	518	2182
73	0	967	274
11	1	23	1238
1211	0	29	576
350	1	19	3016
741	0	2	2288
11	2	7	934
0	70	3	2158
0	5	19	3141
120	4	3	451
39	8	30	375
7	5	4	2873
8	3	13	2397
158	28	423	1339
91	14	140	1229
43	17	5	1649
1686	0	2023	3217
2	5	17	2658
3	1	0	465
157	15	46	1950
552	20	17	231
81	0	565	2885
47	4	23	326
303	0	511	3161
277	1	296	2983
4797	0	3160	3084
9	15	275	2937
235	1	1	2395
44	3	841	2815
1	11	10	1091
33	0	3	1612
521	8	1081	1999
125	12	2	543
101	2	8	1880
443	0	2	1115
3538	122	22	6
506	6	162	192
10	48	1	194
133	33	66	2502
198	5	731	2763
86	3	9	1956
1	18	124	1521
1280	19	34	2266
36	6	34	2322
6	3	5	1882
52	24	101	1931
155	0	7	1762
106	18	365	1019
195	3	258	1391
313	5	39	48
52	0	343	2635
102	7	120	2581
20	5	1002	41
165	19	261	1416
83	3	5	240
725	9	4272	1951
4	2	44	3210
958	8	18	2017
128	79	35	1047
79	9	890	2642
50	2	1	1132
46	17	12	1290
437	4	0	1073
200	0	16	1322
415	0	13	2404
98	8	35	1019
1098	1	21	2496
23	5	47	365
513	41	29	2348
58	5	2436	1236
3	5	67	352
243	8	1177	2240
44	3	14	1718
52	0	13	1047
18	0	1	1681
3897	16	1	3223
406	0	179	2092
476	2	21	1431
36	33	16	1927
128	10	61	979
42	11	1	2147
12	23	157	698
42	1	1	1017
33	4	2	2407
1070	0	312	2584
935	18	122	1341
103	19	15	1578
5469	51	10	233
16	5	4	3079
6	111	5	1875
447	1	761	1721
591	7	69	2301
219	2	486	593
421	43	3660	1269
244	0	3	968
4343	6	421	3169
1110	5	4102	873
7	76	100	1469
549	0	116	2999
1516	15	320	2922
0	13	26	290
0	11	29	463
2	11	0	907
10	0	198	2757
153	0	117	323
344	0	63	2376
988	2	12	1781
5	1	83	2007
2099	1	3966	1907
6	9	68	2301
37	2	11	1981
13	3	8	2923
99	2	12	2274
9	2	1	2456
1459	0	571	2115
52	0	13	2838
2	50	29	1829
18	1	218	315
31	5	27	1847
2	10	0	755
33	4	11	2127
721	1	3719	811
0	10	2	333
40	14	1	2383
7832	4	0	3
146	8	213	1490
448	45	214	297
19	24	55	1528
0	5	2	2201
191	20	191	123
17	0	236	849
36	6	34	1537
167	1	187	1007
0	6	855	2550
174	17	352	1471
39	3	1	690
8	9	1633	2683
628	8	1073	139
134	1	1152	1840
16	6	34	2810
152	1	468	1502
227	193	7	699
98	0	35	1009
25	10	397	458
2	5	53	1950
86	1	1081	2251
120	1	672	1118
992	0	182	226
93	14	2579	760
1561	5	43	857
8661	0	22	2782
340	1	196	67
56	2	9	1532
1083	1	302	2664
77	10	125	2153
0	36	2	522
1	1	218	2970
70	7	182	439
17	4	2	2665
1239	1	21	2048
18	0	1	3052
25	0	0	1532
88	117	23	3013
9	1	42	2820
253	1	82	3131
