276	627	1	761
352	377	10	1139
309	310	1	286
27	1	29	949
95	7	14	795
52	70	10	1182
688	476	20	1435
42	0	59	544
1	420	7	904
396	73	1	390
95	49	1	713
363	364	1	344
61	253	4	411
675	676	23	843
742	743	77	934
764	42	1	993
498	0	1	1334
757	627	9	1037
731	732	6	16
19	83	9	857
95	278	1	250
320	807	1	1058
42	482	4	290
217	614	1	1387
125	129	34	99
120	256	4	944
247	240	18	220
381	382	1	375
268	257	55	1112
291	0	1	169
504	505	7	559
527	528	29	606
28	29	13	17
209	4	17	445
797	6	18	485
848	849	12	1146
586	652	3	1433
23	12	6	847
76	17	10	217
23	0	18	122
372	44	1	999
95	49	12	378
10	129	34	99
10	42	8	276
83	148	9	834
908	13	10	1238
65	327	1	472
592	488	2	940
701	725	4	962
457	60	2	513
44	60	4	636
198	16	1	165
121	120	77	830
211	533	10	1076
42	26	26	611
226	7	28	198
595	596	18	716
119	60	26	841
844	82	18	707
190	42	8	817
279	1007	23	1403
88	959	7	15
0	17	59	877
23	119	9	101
620	621	3	747
401	195	27	402
23	42	10	752
95	49	1	205
235	645	9	44
200	49	1	502
131	182	44	1305
19	219	4	192
673	674	6	842
612	613	10	738
503	25	5	746
61	253	4	578
5	25	52	995
132	42	12	530
470	406	9	586
150	104	9	120
311	180	14	287
132	6	5	189
304	997	30	1381
534	535	5	619
497	304	78	594
6	190	3	158
233	37	51	30
252	61	10	692
557	42	9	660
26	0	26	1174
38	16	29	1090
67	127	9	644
525	679	1	1131
89	211	26	1400
291	102	1	263
494	495	1	543
283	148	23	557
893	70	23	1217
856	82	30	664
451	125	8	542
514	548	11	1063
17	222	23	259
44	4	42	465
154	65	62	1306
186	907	6	252
16	305	12	281
131	60	12	739
85	16	12	270
146	23	10	337
837	10	26	53
63	16	18	43
340	728	1	915
780	49	12	278
200	87	62	1010
16	1	29	823
0	26	10	960
964	340	7	570
26	420	7	424
171	490	9	532
468	155	35	494
273	868	6	1169
625	1	11	758
563	564	1	669
47	111	4	188
14	15	6	8
656	119	71	11
7	49	6	671
42	590	12	87
71	72	8	49
285	229	26	257
57	536	1	387
853	125	26	1155
448	27	60	684
610	89	23	734
217	614	1	855
289	6	79	604
940	273	9	1292
27	1	10	977
644	16	5	5
76	190	7	199
262	62	9	363
26	0	29	910
62	92	7	65
42	26	10	435
140	141	1	109
352	119	9	1319
61	725	4	1354
293	6	66	130
36	37	70	485
928	105	84	1270
939	167	1	662
283	26	1	20
915	303	9	305
42	0	23	187
277	60	23	1317
26	0	10	617
642	643	4	408
352	736	10	924
298	299	23	273
16	38	7	1398
149	82	1	250
616	902	29	65
199	42	10	166
223	224	49	196
380	13	1	1331
183	113	1	148
16	64	7	1413
167	211	23	630
77	42	20	53
880	42	10	863
47	111	4	707
515	167	77	588
201	202	1	170
673	689	6	859
252	253	17	546
1001	70	9	1389
16	38	1	675
7	588	11	701
971	972	6	1343
34	452	10	477
25	6	24	73
739	740	9	930
0	26	10	232
65	760	100	818
42	673	7	1115
481	42	18	517
213	214	11	183
6	76	12	616
195	16	18	52
73	211	9	1299
605	606	1	728
110	83	7	1288
304	892	30	629
235	42	18	541
485	220	12	103
125	72	20	673
517	159	10	677
397	201	53	391
5	6	1	3
273	76	6	787
125	43	7	620
7	200	6	851
218	44	60	312
486	487	1	526
6	76	1	1231
365	190	1	348
47	48	4	29
347	348	9	326
77	0	1	536
0	42	19	722
225	17	1	197
640	982	1	1417
49	7	44	1127
953	149	1	1320
16	35	59	984
23	52	9	1325
211	234	10	1358
44	4	4	102
383	0	6	1321
835	40	18	1126
272	592	1	299
112	42	21	79
51	52	9	32
44	4	4	47
308	4	2	285
38	102	3	1370
114	754	9	967
582	217	1	64
64	722	9	903
42	10	8	354
203	755	1	970
715	1	8	893
42	234	1	624
407	163	11	408
368	26	1	356
254	38	12	228
44	4	6	600
234	42	18	547
16	19	73	501
61	253	4	268
125	108	4	967
229	111	29	1214
111	47	2	1031
26	0	23	1177
26	16	37	123
38	40	18	25
546	42	18	57
316	107	1	1202
312	266	2	640
44	218	10	456
123	38	1	889
19	467	8	493
40	16	37	1420
449	1028	1	1442
237	125	1	210
445	446	18	463
82	16	3	194
125	327	71	404
191	660	7	811
632	10	9	1300
44	218	4	1306
257	268	33	1322
159	277	2	1020
697	698	1	868
506	507	6	535
26	23	7	699
19	493	7	629
82	0	66	452
266	267	30	239
38	16	1	433
385	761	23	983
42	83	22	233
23	42	1	1004
42	53	21	33
26	0	48	186
229	230	1	202
459	102	6	1275
735	76	1	364
17	88	12	95
953	149	1	1360
518	519	11	593
907	196	55	1419
83	604	30	727
44	43	1	556
512	16	37	274
87	226	9	306
42	0	26	1160
7	8	20	1426
5	6	1	786
305	514	30	587
458	459	4	481
572	6	18	679
21	22	9	12
896	51	9	1222
665	669	4	1390
531	26	1	613
770	23	1	663
650	0	0	407
44	4	2	914
518	519	11	1425
839	840	1	1133
857	7	6	5
42	204	7	172
284	16	1	925
102	16	94	1149
967	134	27	62
530	37	30	860
280	281	1	253
211	811	9	1068
23	42	10	178
716	717	12	894
23	16	19	108
898	122	10	1015
293	25	71	710
184	990	62	1367
516	240	18	590
59	556	1	658
252	903	1	1230
262	263	7	236
64	465	7	1223
23	52	23	165
40	0	59	397
460	42	1	331
