5	43	18	7584
384	9	0	8088
60	18	180	8040
46	10	95	8736
46	22	95	8448
18	0	322	8568
49	11	467	8400
455	9	1567	8544
970	18	1	8016
214	18	1172	7872
777	9	36	8400
8	36	49	8520
0	9	384	8304
49	129	18	7680
384	43	26	7776
128	17	143	7848
1780	18	901	7752
95	14	46	8568
46	39	95	8208
3792	30	4894	8064
18	18	602	7776
18	48	96	7848
49	0	18	7680
50	0	49	7656
901	18	1780	7752
46	10	95	8256
384	41	11	7752
2040	43	60	7920
198	7	46	8064
384	9	0	8040
748	18	26	7800
143	18	535	8352
1177	11	1400	7680
362	9	5737	8208
46	10	851	8016
322	9	52	7920
18	10	778	7608
5	22	18	8664
189	77	190	8016
18	10	372	8400
188	43	49	8400
180	43	60	8568
18	48	585	7776
384	41	6663	8088
26	44	1	7704
320	14	17	8592
69	18	46	8400
128	17	143	8520
384	43	26	7608
190	77	189	8016
96	7	322	7776
684	104	3792	8016
18	22	1339	8400
18	91	5	8184
60	22	18	8544
69	9	46	8400
46	18	95	8208
1	18	970	8040
128	15	143	8352
49	18	50	7656
953	18	4420	8712
18	43	60	8448
128	15	143	7944
50	14	892	7800
384	18	6663	8088
52	18	4870	8232
1	9	0	8328
46	24	95	7608
190	14	18	7584
1567	18	18	8328
128	22	143	7848
49	72	50	7560
18	48	5	8088
26	9	1	8376
190	41	777	8400
5548	28	1154	8400
188	18	49	8448
50	23	49	7560
384	77	26	8376
5	43	12	8688
60	10	2040	8280
95	10	46	8208
453	18	529	8208
3693	18	982	8376
143	15	128	7848
188	11	49	8400
1008	20	18	7608
381	11	6800	7776
185	103	154	8640
384	11	26	7752
384	44	26	8352
95	24	46	8568
18	18	2687	7584
384	18	0	7728
188	18	49	8424
50	41	892	7800
0	11	384	8040
55	18	1283	7800
95	7	362	8232
14	13	15	8112
585	10	18	7776
128	22	143	8520
12	15	18	8424
3507	18	290	7584
18	43	5	7536
1402	18	635	7968
26	18	55	7800
1339	7	49	7536
0	43	384	7608
1153	17	1154	8376
18	10	5	7680
633	23	18	8640
15	43	658	7944
50	41	3916	8232
12	160	5	8688
384	44	26	7776
60	14	180	8568
46	108	95	8712
11	18	384	7752
46	24	95	8736
129	7	60	8016
143	15	128	8520
5	91	18	8184
2338	15	502	7536
290	24	3507	7584
5	14	18	8088
5	160	12	8616
2687	18	18	7584
2385	18	1025	8376
46	22	95	8256
46	10	18	7680
128	43	5299	8736
4725	77	384	8088
1435	18	1025	7920
18	77	5	7656
322	22	3076	7824
49	18	50	7632
1402	14	635	7968
529	28	453	8208
95	18	756	8664
467	15	505	8688
1435	18	321	7776
96	77	322	7920
18	43	892	7800
49	44	188	8424
128	15	167	7560
18	41	1008	7608
188	22	49	8424
321	24	2338	8040
5	9	18	7824
128	1	143	8376
46	10	95	8496
46	0	95	8208
50	18	49	7608
226	43	128	8688
106	0	18	8184
18	22	431	7752
46	39	95	8040
18	43	5	7560
95	10	85	8400
384	18	11	7752
49	9	18	7560
