7092	18	7093	8544
3999	43	6943	8112
1061	18	177	7728
5	43	18	7584
3505	18	4686	7536
2411	18	455	8088
46	18	627	8592
4	41	95	8592
60	18	180	8040
455	18	2411	8088
5	43	6978	8232
46	10	95	8736
401	18	505	8160
18	0	322	8568
404	77	1025	7608
322	18	52	7896
1837	0	843	8112
446	18	384	7848
455	9	1567	8544
372	43	18	8304
970	18	1	8016
7093	18	1090	8544
214	18	1172	7872
12	9	18	7824
1271	18	691	8376
868	18	6982	8232
95	10	85	8352
1366	18	5737	8664
55	18	748	7992
5737	77	84	8088
8	36	49	8520
365	41	18	8664
0	9	384	8304
467	77	119	7872
18	10	36	7584
1107	10	46	8232
851	10	46	8040
384	43	26	7776
6766	0	392	7704
2265	18	1204	7704
1780	18	901	7752
49	18	190	8208
372	10	95	7560
18	18	602	7776
3663	18	4725	7968
1107	0	756	7824
18	48	96	7848
6800	18	6493	8016
60	43	633	7632
49	0	18	7680
736	18	1543	7920
50	0	49	7656
901	18	1780	7752
861	18	299	7896
384	44	26	7560
46	10	95	8256
384	41	11	7752
2040	43	60	7920
610	43	1272	7704
55	18	1402	8424
2040	129	180	8352
1833	18	332	7608
5	18	957	7992
538	18	3838	7608
180	10	633	8592
3525	18	633	8376
46	18	1107	8256
872	15	1614	8448
122	41	46	8256
384	9	0	8040
748	18	26	7800
143	18	535	8352
85	10	95	8352
6733	18	399	7584
756	10	1107	7848
46	43	18	7872
46	10	851	8016
2063	18	736	7776
4384	18	332	8424
18	10	778	7608
5	22	18	8664
189	77	190	8016
290	18	2338	7872
332	44	7051	8568
18	10	372	8400
4725	9	26	8064
234	18	93	8568
188	43	49	8400
2788	18	3828	8616
3031	41	384	7728
4560	41	36	7896
85	43	882	7728
1234	22	267	7776
457	18	4112	7632
6822	18	6760	7848
26	44	384	7800
529	18	3798	7560
36	10	1107	8352
5	18	12	7704
314	18	79	7584
3346	18	208	8520
2669	29	6613	7728
1104	44	446	8352
119	18	299	8400
180	43	60	8568
2180	18	26	7704
384	41	6663	8088
26	44	1	7704
246	18	457	8280
69	18	46	8400
46	43	18	7920
190	77	189	8016
384	43	26	7608
332	18	7051	8424
478	43	1780	8544
1780	18	399	8064
46	10	797	7848
475	18	26	7536
18	91	5	8184
49	0	50	7944
60	22	18	8544
46	18	95	8208
55	18	748	8064
633	10	180	8592
1	18	970	8040
440	18	1637	7584
26	18	777	8016
93	18	529	7680
128	15	143	8352
498	28	26	7632
814	9	5959	7776
49	18	50	7656
953	18	4420	8712
18	43	60	8448
18	0	96	7896
384	18	6663	8088
52	18	4870	8232
26	18	179	7608
6763	18	190	7656
332	18	4384	8424
5136	1	1597	8544
332	18	1833	7608
2112	18	214	8592
1567	18	18	8328
55	18	384	7824
3346	18	399	7752
189	18	49	8208
50	0	49	8376
478	43	6663	8544
191	18	332	7704
26	9	1503	7920
669	29	178	7608
3019	18	1728	7968
190	41	777	8400
26	9	384	8064
5548	28	1154	8400
1567	43	18	8496
18	41	365	8664
46	0	1158	8280
55	18	1829	8136
188	18	49	8448
127	39	289	7848
569	41	2425	7584
50	23	49	7560
633	0	18	7536
384	77	26	8376
26	9	4725	8040
26	18	446	8352
132	18	1008	8616
36	41	4560	7896
5	43	12	8688
4725	18	384	8256
60	10	2040	8280
95	10	46	8208
1394	18	2612	8112
453	18	529	8208
3693	18	982	8376
143	15	128	7848
1027	10	56	7728
6779	18	2381	7896
55	77	183	8016
46	41	29	7896
18	77	96	7872
381	11	6800	7776
322	18	1579	7896
185	103	154	8640
36	9	578	7872
3798	18	529	7560
372	43	18	8424
56	10	46	7536
3587	18	302	7560
384	11	26	7752
384	44	26	8352
1579	18	322	7896
18	18	2687	7584
189	18	36	8496
384	18	0	7728
1984	18	5737	8520
188	18	49	8424
50	41	892	7800
455	22	46	8400
180	18	60	7584
55	18	1283	7800
1107	10	756	7848
399	0	36	8280
1204	18	2265	7704
12	91	18	8184
1240	18	861	7896
55	18	748	7752
365	18	26	7800
4967	18	1	7920
267	10	778	8016
15	29	517	8520
1339	18	633	7584
3429	18	658	8448
2364	0	4680	8208
322	0	50	8544
18	0	1107	8400
920	18	332	7728
585	10	18	7776
957	43	2770	7896
39	10	106	8256
3507	18	290	7584
467	18	5856	8064
18	43	5	7536
7046	18	1295	8688
132	18	1588	7680
1402	18	635	7968
26	18	55	7800
0	43	384	7608
118	18	635	8112
18	10	5	7680
863	18	49	7728
190	18	189	8496
15	43	658	7944
384	41	6216	7776
50	41	3916	8232
438	17	15	7536
1825	18	1829	8112
12	160	5	8688
85	77	851	8232
384	44	26	7776
18	43	5	8712
6991	0	478	8256
1	18	26	7608
117	39	2199	7656
1543	18	736	7920
235	18	149	8016
777	18	6093	8568
322	41	5904	8472
1776	18	457	8664
372	43	18	8280
154	0	185	7944
384	41	5387	7920
1844	18	2793	8232
11	18	384	7752
2667	18	332	8544
60	18	129	8064
1339	129	633	8280
143	15	128	8520
5	91	18	8184
5	160	12	8616
847	18	1438	8736
46	10	56	7536
1567	0	455	8448
1935	18	2219	8256
1	18	4967	7920
498	41	460	8568
529	18	189	8208
2087	18	55	7824
56	10	46	7848
6484	18	892	7728
658	18	4688	7848
2219	18	1498	8232
627	18	46	8616
17	18	527	8688
322	41	5904	8496
52	18	538	8328
457	18	456	7872
2687	18	18	7584
26	18	460	7776
56	10	46	8184
2585	18	29	8640
1188	18	1074	7752
323	41	1255	8280
2385	18	1025	8376
304	18	322	8112
128	43	5299	8736
1439	41	1226	8160
897	18	633	7680
5	22	95	8544
49	18	467	8448
3480	18	188	8472
93	18	577	7944
392	0	6766	7680
4725	77	384	8088
50	18	49	7776
2364	18	4680	7680
190	18	124	7968
26	41	384	8112
1435	18	1025	7920
117	11	2199	7608
6216	41	384	7776
589	43	372	7920
352	18	46	7704
4112	18	457	7632
314	18	1028	7920
807	18	602	7728
982	18	3693	8352
18	77	5	7656
633	129	2040	8352
1366	18	440	8088
49	18	50	7632
96	48	46	7848
399	18	3346	7752
0	18	96	8376
7097	18	3981	8544
1402	14	635	7968
538	41	1408	8352
1597	1	5136	8544
2370	18	2173	8448
302	18	62	7896
5026	18	14	7704
1824	18	2338	8352
18	43	5	7968
129	18	60	8064
49	18	467	8424
18	10	1567	8064
12	91	5	8184
1028	18	387	7728
29	41	46	7872
1722	18	6712	7536
550	18	5705	8712
183	77	55	8016
18	0	12	7536
93	18	46	8136
1402	18	55	8520
6943	43	3999	8112
95	18	756	8664
1585	18	2007	8016
70	18	701	8280
1435	18	321	7776
1107	10	36	8112
174	41	32	8064
96	77	322	7920
5737	18	2866	8064
384	18	460	7848
6889	0	4362	7992
60	11	331	8256
50	18	4686	7536
