42	20	16	1469	1469
23	8	0	699	699
1436	17	484	1529	1529
5	13	11	420	420
22	75	88	39	39
21	67	23	1467	1467
54	61	149	1747	1747
258	13	9	673	673
23	42	1	651	651
11	100	6	557	557
1	2	31	1470	1470
88	23	190	987	987
3	36	65	1355	1355
95	29	0	1002	1002
1122	23	0	1661	1661
16	37	253	125	125
1387	13	0	606	606
9	140	388	734	734
7	23	27	42	42
45	29	1	1529	1529
30	51	1	1658	1658
150	16	16	1251	1251
13	3	5	794	794
106	20	9	1490	1490
52	36	7	742	742
0	75	45	922	922
88	3	88	1691	1691
125	28	110	299	299
71	2	361	1613	1613
6	37	6	822	822
623	7	299	1575	1575
5	20	52	1570	1570
88	4	97	452	452
32	23	162	634	634
0	158	6	923	923
23	16	1	1266	1266
49	3	0	1433	1433
253	37	46	215	215
387	3	85	484	484
88	28	1	214	214
0	53	150	1734	1734
106	20	13	239	239
0	22	0	778	778
42	42	1	1187	1187
1	81	52	671	671
170	18	1	337	337
382	23	11	1415	1415
1	2	21	1737	1737
394	23	0	637	637
9	3	1329	1140	1140
96	64	1	1838	1838
80	57	1	305	305
99	13	57	299	299
7	41	57	1786	1786
179	60	1	1490	1490
88	20	12	579	579
5	3	0	280	280
82	37	1	530	530
12	23	23	1506	1506
212	41	382	625	625
16	78	372	1425	1425
411	26	32	715	715
1	36	23	229	229
75	4	88	895	895
1	1	45	98	98
9	12	73	1322	1322
1	28	23	1492	1492
361	18	9	791	791
16	28	15	1013	1013
14	95	16	1789	1789
1	4	95	434	434
16	2	23	183	183
225	20	43	751	751
16	20	245	976	976
9	28	189	713	713
1	95	11	1501	1501
0	20	100	608	608
38	10	49	1391	1391
52	20	31	1463	1463
14	18	125	1493	1493
170	8	7	1087	1087
16	122	6	811	811
1	18	3	833	833
634	18	1	824	824
1121	0	7	1500	1500
0	18	786	1190	1190
0	26	42	1425	1425
18	37	0	1748	1748
87	1	1	696	696
229	23	99	1296	1296
1	2	77	444	444
45	31	1	842	842
20	38	45	1479	1479
0	37	346	1544	1544
828	37	7	1146	1146
54	2	174	1312	1312
83	2	83	1146	1146
15	3	9	494	494
694	42	356	498	498
0	3	1173	1218	1218
1	63	261	274	274
